Subject,URL,Article ID,Public URL,Category,Content,Created,Modified,# Shortcuts,Read By,Revisions
Introducing Listen Everywhere at Loyola,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/143538,143538,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=143538,Classroom Technology,"Introducing Listen Everywhere at Loyola
Tags
accessibility listen-everywhere assistive-technology
What is Assistive Listening?
Assistive listening are systems used in public venues where audible communications are integral to the use of the space. Assistive listening systems are not the same as amplifiers. Why assist listening system and devices do amplify certain sounds for users that require it. They also reduce or eliminate background noise and provide focused direct audio to the users ear. Think about a time where you couldn't hear the announcer, keynote speaker or tour group leader because of the environment. Amplification and assistive listening systems help all users have a better experience. 
What is Listen Everywhere?
Did you know that more than 1.5 billion people worldwide are effect by hearing loss? Hearing loss is often referred to as an invisible disability. Struggling to hear in class, significantly effects how well someone can learn. 
Listen Everywhere is delivers audio to the hearing impaired. Students use their own smart phone or tablet in class to access classroom audio in select classrooms.
Loyola University Maryland Classrooms
The Listen Everywhere technology is currently available in classrooms located in Beatty & Fernandez Center. 
How to Download App
Listen Everywhere can be downloaded on Apple (iOS) devices and Google (Android) devices.
How to find a room using the App
1. Download the Listen Everywhere app on your preferred device.
2. Connect to ""Loyola HoundNet_Guest"" Wifi Network.
3. Open the app and connect to IP Address 10.233.208.71
4. Select the room you want to hear audio.
Technical Assistance
If you are having issues with the technology in the classrooms, please contact our Classroom Support Line at: 410-617-2255.
If you have a technical support issue, please contact the Help Center. 
      Was this helpful? YesNo
0 reviews",12/16/2022,12/16/2022,0,13,3
Optimizing Wi-Fi settings for personal Windows devices,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/62017,62017,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=62017,Wi-Fi & Networking,"Optimizing Wi-Fi settings for personal Windows devices
Tags
HoundNet WiFi BYOD
Below are instructions for your Windows Wi-Fi device to prefer the 5.2Ghz band. This band will provide a better WiFi experience.
  -----
On right side of taskbar > Right-click on network icon
Choose Open Network and Sharing Center
Select Change adapter settings
Find your Wi-Fi connection (your connections will differ)
Right-click, Properties > Configure > Preferred Band to 5.2GHz
Click OK
-----
INSTRUCTIONS WITH SCREENSHOTS
> In the lower-right corner of your screen, right click on your network icon.
NOTE: Icons may differ depending on a wired or wireless connection.
Wired
Wireless
  > Choose Network and Sharing Center
  > Select Change adapter settings
  > Find your Wi-Fi connection (your connections will differ)
  > Go to Properties 
   > Select Configure 
  > Navigate to the Advanced Tab > Preferred Band Property
  > Change the Value to Prefer 5.2GHz band
> Click OK
      Was this helpful? YesNo
0 reviews",9/7/2018,7/26/2022,0,74,2
Using a Document Camera with Zoom,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/115014,115014,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=115014,Software Applications / Zoom,"Using a Document Camera with Zoom
Tags
Camera createzoommeeting Document-Camera
Summary
Loyola has a limited number of classrooms with document cameras that can be displayed through Zoom. Learn which rooms have this functionality and how to use the document camera. 
Technical Support
How can I get Technology Help in the Classroom?
Please call 410-617-2255 – This is a dedicated line for classroom technology issues.
General Technical Support Assistance
Contact the Help Center 410-617-5555 or visit on the web at http://ots.loyola.edu
How to control the document camera
The majority of the classrooms with document camera integration have mobile carts for remote and hybrid teaching, so the document camera will simply appear as the webcam in Zoom on the instructor's station.  
In MH*247, there is a pan/tilt/zoom (PTZ) classroom camera. To toggle between the PTZ and document camera, you can either click ALT+N on the keyboard or click the arrow in the Stop Video button on Zoom and select the USB Video Camera for AverVision Digital Presenter 2. To toggle back to the classroom camera, click ALT+N or choose NewTek NDI Video.
You may need to go into Zoom settings and uncheck the Mirror my video setting:
  If the document camera does not appear, you may need to press the CAMERA/PC button on the document camera to tell the camera to connect to the computer. The location of the button is different on different models:
    Locations with Document Camera / Zoom Integration
MH*241
MH*242
MH*243
MH*244
MH*247
SH*201
SH*203
SH*221
SH*223
If you need additional assistance with Classroom Technology, please review related articles, contact our Classroom Support Line at: 410-617-2255 during normal business hours or submit a ticket. 
Loyola Classroom Technology Articles
Classroom Support Line: 410-617-2255
Submit a Ticket
Was this helpful? YesNo
0 reviews",8/28/2020,7/25/2022,0,20,4
Setting up Loyola email on your mobile phone or tablet,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/114555,114555,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=114555,Software Applications / Microsoft 365 / Microsoft Outlook,"Setting up Loyola email on your mobile phone or tablet
Tags
email Outlook
Outlook Mobile
Loyola's email service is provided by Microsoft Office 365.  The Outlook mobile apps for iOS and Android offer the best experience. 
iOS Mail and Calendar Mobile Apps
iOS 11 or newer: The Mail and Calendar apps that come with iOS 11 are fully compatible with Loyola's email system.  
Learn more about setting up an Office 365 account on iOS:  Set up an Outlook account on the iOS Mail app (microsoft.com) 
Note: do not choose the option to configure the account manually, choose Sign In when prompted.
  iOS 10 and older: The built-in Mail and Calendar apps for iOS 10 and older are not compatible with Loyola's email system. We recommend upgrading your device to the latest version of iOS or switching to Outlook for iOS.
Android Mail and Calendar Mobile Apps
Many versions of Android only support Basic Authentication, which is not compatible with Microsoft multifactor authentication. The GMail app is also not compatible with Loyola's email system.  To set up email access on your Android device, you may need to install Outlook for Android.
Was this helpful? YesNo
0% helpful - 1 review",8/23/2020,6/7/2022,1,122,1
OneDrive for Business FAQ,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/46786,46786,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=46786,Software Applications / Microsoft 365 / OneDrive for Business,"OneDrive for Business FAQ
Tags
onedrive
OneDrive Auto Sync Update
In March of 2022, Technology Services is implementing an update to OneDrive that will automatically sync folders on Loyola-issued PCs including employee Desktop, Documents, and Pictures folders. Other folders such as Music, Videos and Downloads are not being automatically synced at this time. This change will retain these folders in the cloud as a backup and give employees access to their files on the go. 
Note: Loyola-issued Macs are not affected by the folder sync at this time. Mac users still have the ability to manually sync specific folders.
What is OneDrive? 
OneDrive is the Microsoft cloud service that connects you to all your files. It allows you to store and protect your files, share them with others, and get to them from anywhere on all your devices. When you use OneDrive with an account provided by your company or school, it's sometimes called ""OneDrive for work or school."" It used to be known as ""OneDrive for Business,"" so you may still see it called that in places.
Learn more about OneDrive.
Features & Benefits
Loyola is using OneDrive as a more modern storage and collaboration platform.  
Features and benefits: 
Significant storage (1 TB)
Single sign-on access anywhere from any device using http://office.loyola.edu
Real-time collaboration on documents
No additional cost to Loyola
Enhanced data security (there are security risks with Dropbox, iCloud and Google Drive)
FAQs
Can I opt out of my desktop, documents, and pictures folder from automatically being synced (PC/Windows)?
No. This setting is being enabled for all Loyola employees. 
Where do I find, store and manage files?
Find your SharePoint and Teams files in OneDrive for work or school
Where to store files
SharePoint Limits
Where should I store my work files?
The bulk of your work files should be stored within a Team in Microsoft Teams. This will allow other users to access department-related documents in the event of your absence. Your personal work files should be stored in OneDrive.
How do I share and collaborate on files?
Share OneDrive files and folders
Collaborate with Microsoft 365
Document collaboration & co-authoring
How do I sync files to my computer?
Sync SharePoint and Teams files with your computer
Sync files with OneDrive in Windows
Sync files with Mac OS X
How do I access my OneDrive files on the go?
Your files in OneDrive files can be accessed on the web at http://office.loyola.edu. 
Use the OneDrive mobile app.
I am having trouble uploading/copying files
Troubleshoot issues with OneDrive
Fix OneDrive sync problems
Types of files that cannot be added to a list or library
Can I restore an accidentally deleted file?
Restore deleted files or folders in OneDrive
I see two folders in my File Explorer (PC/Windows) or Finder (Mac). What is the difference between them?
File Explorer (PC/Windows)  
User work files Synced shared libraries
Files stored in File Explorer (PC/Windows) are user-specific. 
Files stored in File Explorer (PC/Windows) are synced to/from shared libraries (Teams in Microsoft Teams)
Finder (Mac)  
User work files Synced shared libraries
Files stored in Finder are user-specific.  Files stored in Finder are synced to/from shared libraries (Teams in Microsoft Teams)
Get Help
If you need additional assistance with Microsoft OneDrive for Business, please review related articles or submit a ticket to the Help Center.
Submit a Ticket  
Loyola Microsoft OneDrive for Business Articles
Microsoft OneDrive Training
Microsoft OneDrive Support
Was this helpful? YesNo
0 reviews",1/23/2018,5/3/2022,0,55,70
Watch on a Laptop or Desktop,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113621,113621,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113621,XFINITY On Campus / How Can I Watch? / Computers,"Watch on a Laptop or Desktop
Tags
XFINITY Stream Televison Laptop Desktop-Computer Watch TV
Watching XFINITY On Campus on your laptop or desktop is easy!
Go to http://xfinityoncampus.com
Select your school from the drop-down list.
Sign in using your university credentials.
Choose ""Watch Now"" and you will be directed to the XFINITY Stream portal at tv.xfinity.com.
To ensure the best experience, be sure to follow the tips below.
Make sure you are using the latest version of your internet browser.
Make sure you are running the latest version of Adobe Flash player. Find your version HERE.
Ensure JavaScript is enabled on your browser.
Ensure you have Cookies enabled on your browser.
Was this helpful? YesNo
0 reviews",8/12/2020,4/21/2021,0,11,3
Can I connect my laptop to a TV?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113631,113631,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113631,XFINITY On Campus / FAQs,"Can I connect my laptop to a TV?
Tags
students Cable Television XFINITY Dorm TV
Unfortunately, connecting laptops or iPads directly to a TV is not supported.
However, we highly recommend purchasing a Roku device to use our XFINITY Stream channel to watch Live TV, On Demand, DVR recordings, and more right on your TV set. For more information on Roku Beta, click here.
Was this helpful? YesNo
0 reviews",8/12/2020,4/21/2021,0,6,2
Why won't XFINITY On Campus play?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113636,113636,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113636,XFINITY On Campus / Troubleshooting,"Why won't XFINITY On Campus play?
Tags
Television troubleshooting XFINITY Stream TV Error
If you are unable to play XFINITY On Campus, please make sure you have tried the following troubleshooting steps.
Are connected to Campus WiFi or Ethernet?
Did you shut down the XFINITY Stream web player or XFINITY Stream app and restart?
Have you tried clearing your browser cache?
Have you tried resetting your browser to factory settings?
Do you have the latest version of Adobe Flash Player?
Does your browser have JavaScript and Cookies enabled?
Do you receive the same error using a different browser?
Do you receive the same error when using another device? If you are using a computer, have you tried another computer or mobile device or vice versa?
If using the app, have you tried to delete the app from your device and re-download the app from the app store?
Have you tried logging directly into the player at http://tv.xfinity.com after testing all of the above steps?
If there is a specific error code you are getting, please check out our Common Errors section.
If you have tried all the above and are still having issues, please contact the Help Center (410.617.5555 or ots@loyola.edu), submit a ticket through the XFINITY On Campus support page, or check out XFINITY On Campus's Knowledge Base.
Was this helpful? YesNo
0 reviews",8/12/2020,4/19/2021,0,8,2
Why can’t I hear any audio/sound?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113639,113639,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113639,XFINITY On Campus / Troubleshooting,"Why can’t I hear any audio/sound?
Tags
students Television Audio XFINITY Stream Dorm TV Sound Issue firefox Safari Internet-Explorer Edge
Check that the volume in the XFINITY Stream web player is not muted and that your speaker volume is at an adequate level.
If you are using Safari, there is most likely a plug-in or an extension blocking the service and you will need to use another browser. See below also.
If you are trying to connect your laptop to a TV via HDMI, we do not support that due to licensing and digital rights agreements. See below also.
We highly recommend purchasing a Roku device to use our XFINITY Stream channel to watch Live TV, On Demand, DVR recordings, and more right on your TV set. For more information on Roku Beta, click here.
For more information on using the XFINITY Stream player controls, visit our Help Center article ""Learn the controls from the XFINITY Stream Player"".
-------
As of Oct 2017: In September 2017, there was a known issue with sound not working coming speakers when devices are connected to headphones, Bluetooth speakers, or HDMI cables. Please update to the newest version of Adobe Flash where this issue should now be fixed.
Review of previous troubleshooting steps to mitigate the problem: 
Problem: No Audio when connected to HDMI Cable (Happening with Adobe Flash version 27.0) 
Solution:
Go to https://www.macromedia.com/support/documentation/en/flashplayer/help/settings_manager08.html
Click “Reset Flash License Files”
Clear browser cookies & cache
Quit the browser
Re-launch and login to the App
Problem: No Audio when connected to Bluetooth Speaker / Headphones
Solution:
Pair your device
Clear browser cookies & cache
Quit the browser
Re-launch and login to the App
How to clear browser history:
Firefox:
Click on three bars in top right corner >> click Options
Privacy & Security on left
Scroll down a bit to ""Cookies and Site Data"" section; click Clear Data
Ensure ""Cookies and Site Data"" and ""Cached Web Content"" are checked (they should be by default)
Click Clear
Safari:
With Safari open, click on Safari in top left corner (next to Apple symbol) >> click Preferences
Click Advanced tab
Check the box next to ""Show Develop menu in menu bar""
Click Develop on the bar at the very top of the screen
Click Empty Cache
Click History on the bar at the very top of the screen
Click Clear History
Internet Explorer:
Go to Settings
Click Internet Options
On the ‘General’ tab, click Delete
Check - Temporary Internet Files and website Files, Cookies & Website data, Form data
Click Delete
Click Apply and then OK
Microsoft Edge:
Click on three dots in top right corner >> click Settings
Privacy, search, and services on left
Scroll down a bit to ""Clear browsing data"" section; click Choose what to clear
Ensure ""Cookies and other site data,"" ""Cached images and files,"" and ""Browsing history"" are checked (they should be by default)
Click Clear now
Google Chrome:
Click on three dots in top right corner
Hover over History; menu will appear from left
Click on History from second menu
Click on Clear Browsing Data on the left
Ensure Time Range is set to ""All time"" and ""Cookies and other site data"", ""Cached images and files"", and ""password and other sign-in data"" are checked (they should be by default)
Click Clear data
Was this helpful? YesNo
0 reviews",8/12/2020,4/19/2021,0,5,2
Why is my video slow or skipping?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113641,113641,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113641,XFINITY On Campus / Troubleshooting,"Why is my video slow or skipping?
Tags
Video Cable Television troubleshooting XFINITY Stream TV Buffering
Please refer to our Help Center article on ""Video Buffering"".
Was this helpful? YesNo
0 reviews",8/12/2020,4/19/2021,0,3,2
Microsoft Teams - Mac - Security & Privacy Issue,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/110280,110280,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=110280,Software Applications / Microsoft 365 / Microsoft Teams,"Microsoft Teams - Mac - Security & Privacy Issue
Tags
admin security Mac Video microsoft-teams teams Loyola-Issued-Mac Camera Mic Microphone Video-Issue Sound-Issue Privacy System-Preferences Admin-Password
Issue
When using Microsoft Teams for the first time, Loyola-Issued Mac Users may report that they are unable to utilize their built-in camera or microphone.
Resolution
This is a preferences issue in security & privacy that requires assistance from the Help Desk. Please give us a call at 410-617-5555 so we can remote in and assist you with changing these settings.

Step 1: Navigate to System Preferences > Security & Privacy > Privacy Tab
Step 2: Ensure that the following items have a check mark next to Microsoft Teams. 
Step 3: If a checkmark is missing, an Admin password will be necessary to resolve.
Camera
Microphone
Accessibility
Full Desk Access (Optional)
Files and Folders (Optional)
Screen Recording (Optional)
Get Help
If you need additional assistance with Microsoft Teams, please review related articles, or submit a ticket to the Help Center.
Submit a Ticket
Loyola Microsoft Teams Articles
Microsoft Team Support
Was this helpful? YesNo
0 reviews",6/17/2020,3/8/2021,0,11,5
Can I access if I live in off-campus housing?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113635,113635,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113635,XFINITY On Campus / FAQs,"Can I access if I live in off-campus housing?
Tags
students Cable Television off-campus XFINITY Stream TV
XFINITY On Campus is part of your university's on-campus TV service and is only eligible for students considered in good standing and registered as living on campus.
Students living in off-campus apartments or housing (such as residents of The Social at North Charles and The Woodberry) or are post-graduation can check out XFINITY Instant TV, an IPTV streaming solution for residential customers. If you are a Comcast internet subscriber and want to add-on streaming TV in a month-to-month no-contract plan, this is the solution for you! Find out more by visiting: https://www.xfinity.com/support/cable-tv/xfinity-instant-tv-faqs/.
If you live in on-campus housing but are not connected to your campus network, your content selection will be limited. To find out what content is available off-campus or while not connected to your campus network, please visit our designated help center article. This help center article applies to residents of The Social at North Charles and The Woodberry.
Was this helpful? YesNo
0 reviews",8/12/2020,2/24/2021,0,16,4
What is XFINITY On Campus?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113617,113617,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113617,XFINITY On Campus / Get Started,"What is XFINITY On Campus?
Tags
Television XFINITY Stream Dorm
Summary
XFINITY On Campus™ is an IPTV streaming service offered by Comcast for colleges and universities as their on-campus TV service solution.
Students can watch live TV, record shows to their cloud DVR and stream thousands of XFINITY On Demand™ shows and movies directly to their laptops, desktops, Roku, and mobile devices, including Apple, Android, and Kindle, all while connected to their campus network.
XFINITY On Campus™ is designed exclusively for students who live in on?campus housing and is included as part of the students' housing fees. Our service gives students the ability to watch their favorite shows, movies, and sporting events at anytime, anywhere on campus. Additionally, students can also watch shows using their school credentials to login to over 90 TV Everywhere apps when off-campus.
Universities select the starting channel lineup and students may add on additional premium channels or sports packages using a month-to-month no-contract based subscription.
Xfinity On Campus
Available To
This service is available to all on-campus residents.  Residents who live off-campus, including The Social at North Charles and The Woodberry are not eligible for the XFINITY On Campus service.
Benefits & Key Features
Ability to watch shows, movies, and sporting events at anytime, anywhere on campus
Stream live TV or On Demand shows or movies
Record up to 2 shows at once
Browse TV listings
Add channels to your Favorites list
Available on computers, Roku, and mobile devices (Roku devices are not provided)
Available in Spanish
Ability to watch shows using Loyola credentials to login to over 90 TV Everywhere apps when off-campus
Cost
The XFINITY On Campus service is included in campus housing
Get Help
If you need additional assistance with XFINITY on Campus, please review related articles, or submit a ticket to the Help Center.
Submit a ticket
Loyola Support Articles
Xfinity Support Articles
Was this helpful? YesNo
0 reviews",8/12/2020,1/20/2021,1,49,5
3rd Party Wi-Fi networks and VPN connections,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113637,113637,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113637,XFINITY On Campus / Troubleshooting,"3rd Party Wi-Fi networks and VPN connections
Tags
students VPN Television troubleshooting XFINITY Stream TV Apple-TV Error Dorms
XFINITY On Campus is a product that is offered by your school's housing department and requires you to be a current student in good standing, and registered as living in on-campus housing. You must be connected to your campus network to see all of the features for XFINITY On Campus. VPN networks will not work and are not permitted as listed in our terms and conditions.
Off-campus, and third-party networks, like coffee shop networks, found on or off campus will not allow you to experience the full XFINITY On Campus service. To find out what content is available off-campus or while not connected to your campus network, please visit our designated help center article.
If you feel you are getting an off-campus network error by mistake, please contact your student help-desk. You may need to provide your device's IP address.
While your issue is being investigated, be sure to check out the guide for watching TV Go channels on Live TV and On Demand.
Was this helpful? YesNo
0 reviews",8/12/2020,1/19/2021,0,26,3
What is Adobe Creative Cloud,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/121417,121417,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=121417,Software Applications,"What is Adobe Creative Cloud
Tags
Adobe PDF
Summary
Adobe Creative Cloud is a service that gives users access to the Adobe suite of software for graphic design, video editing, web development applications, and cloud services. 
Adobe Creative Cloud
Signing in to Adobe Creative Cloud
All active students and employees are automatically licensed for Creative Cloud.  To activate your license, you need to sign in to any of the installed Adobe applications on your computer.  Please enter your Loyola email address and choose to “Sign in with an Enterprise Account,"" if prompted.  You can activate up to two devices with your account.  For employees this includes Loyola devices or personal devices.  If you attempt to license more than two devices, you will be prompted to sign out of the other two devices.  In labs and classrooms at Loyola, you are still required to log in to activate the software, however these devices do not count against the two device limit.  Lab and classroom devices will prompt reminders to log out after 90 minutes.
Available To
This service is available to all active students, faculty, staff, and administrators.
Benefits & Key Features
Acrobat Pro
Photoshop Pro
Dreamweaver
InDesign
Illustrator
Lightroom
100GB of storage on Creative Cloud
and much more!
Get Help
If you need additional assistance with Adobe Creative Cloud, please review related articles, or submit a ticket to the Help Center.
Submit a ticket
Submit a ticket
Adobe Creative Cloud Support
Was this helpful? YesNo
0 reviews",12/1/2020,1/7/2021,0,254,2
Common Errors for Roku,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113633,113633,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113633,XFINITY On Campus / Troubleshooting,"Common Errors for Roku
Tags
Cable Television Stream Roku TV Error
Error DRM.-3 or DRM.-6
Error DRM.3329,12005 You've reached your streaming limit.
Was this helpful? YesNo
0 reviews",8/12/2020,8/12/2020,0,6,1
General Troubleshooting,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113634,113634,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113634,XFINITY On Campus / Troubleshooting,"General Troubleshooting
Tags
password Cable Television troubleshooting XFINITY Stream TV Buffering Video-Quality Internet-Explorer-10
? Tips to fix most issues on web & mobile!
? Tips to fix most issues on Roku Beta!
Video Buffering
Streaming Video Quality
Incorrect username and/or password
Internet Explorer 10 Support Discontinued
Cable Service or Ethernet Issues
Was this helpful? YesNo
0 reviews",8/12/2020,8/12/2020,0,13,1
Common Errors for Web & Mobile,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113632,113632,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113632,XFINITY On Campus / Troubleshooting,"Common Errors for Web & Mobile
Tags
students Cable Television web XFINITY TV Error Dorms Mobile
? Error FEDX10001 - Unable to determine campus residency
Error 3329.12007
Error ""Adobe Flash Player is having trouble."" using Google Chrome
Error xacsa.provision.500: FatalDrmError
Error ""Available to watch on campus only"" message
Error Too Many Devices Streaming
Error 3329.12005: Maximum Concurrent Streams Reached
Error 100
Error 102100.5 in DVR playback
Error 106000.5
Error 5 or 8001 for DVR Recording Playback
Error 12005 - Limit Reached Concurrent streams
Error License Issue :: 3338 (1000942)
Error: Site can't be reached
Error ""Attempting to Resume""
Error 44
Error xacsa.provision.503: FatalDrmError
Error: Not Found on Accelerator
Error 414 - Request URI Too Large
Was this helpful? YesNo
0 reviews",8/12/2020,8/12/2020,1,7,2
How many shows may I watch simultaneously?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113638,113638,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113638,XFINITY On Campus / FAQs,"How many shows may I watch simultaneously?
Tags
students Television XFINITY Stream TV Dorms Limitations
XFINITY On Campus only allows users to stream video to one device at a time. There can be up to a five minute delay when switching between devices.
Was this helpful? YesNo
0 reviews",8/12/2020,8/12/2020,0,3,1
Why does XFINITY On Campus ask for my university login?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113642,113642,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113642,XFINITY On Campus / FAQs,"Why does XFINITY On Campus ask for my university login?
Tags
password students Television authentication Loyola-Username XFINITY Stream TV Dorms
Your university login is used by your university to verify your identity for Comcast. XFINITY On Campus NEVER sees your password. The login page is maintained by your university, not XFINITY On Campus. Once your university confirms your credentials, they return your housing status to the XFINITY On Campus service. Students living in on-campus housing will then be sent to the XFINITY On Campus storefront.
No member of the XFINITY On Campus team will ever ask you for your password.
Was this helpful? YesNo
0 reviews",8/12/2020,8/12/2020,0,7,1
XFinity On Campus System Requirements,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113619,113619,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113619,XFINITY On Campus / Get Started,"XFinity On Campus System Requirements
Tags
students Television XFINITY Dorm System-Requirements
System Requirements
For Mac OS
For Windows PC
For Roku
For Apple iOS
For Android
For Amazon Kindle
For Chromebook
Was this helpful? YesNo
0 reviews",8/12/2020,8/12/2020,0,6,1
XFINITY On Campus Features,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113620,113620,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113620,XFINITY On Campus / Features,"XFINITY On Campus Features
Tags
students Television search XFINITY Stream Dorm Roku Live-TV On-Demand Channels DVR TV-GO TV-EVERYWHERE
Find out about On Demand, Upgrades, Search, TV Go, TV Everywhere, DVR, and our newest feature Roku.
Live TV
Tune to Live TV Channels on Roku Beta
Roku Devices
? Learn about Roku Beta for XFINITY On Campus
FAQ for Roku Beta
Navigating Live TV & On Demand Show Details on Roku
Video Playback Controls with the Roku Remote
Settings Menu for Roku
Subscription Upgrades
What can I upgrade to?
XFINITY On Demand™
How do I watch XFINITY On Demand™?
Search & Favorite Channels
Using the Search Bar
Mark Your Favorite Channels
Search Options for Roku
DVR
What is DVR?
Schedule a Recording on Web or Mobile
Schedule a Recording on Roku
Recording Options for a TV Series
Recording Options for a Movie or Single-Episode TV Show
Modify or Change a Scheduled Recording
See all 13 articles
TV Go
What is TV Go?
TV Go for Live Channels
TV Go for On Demand
TV Everywhere?
Login with TV Everywhere Apps
Available TV Everywhere Apps by Device
  Was this helpful? YesNo
0 reviews",8/12/2020,8/12/2020,0,14,1
Watch on a Chromebook,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113622,113622,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113622,XFINITY On Campus / How Can I Watch? / Computers,"Watch on a Chromebook
Tags
Television student XFINITY TV Chromebook Google
XFINITY On Campus is only supported for Chromebooks that are able to download and install Android apps from the Google Play Store.
Please make sure to update your Chromebook according these directions from Google.
https://support.google.com/chromebook/answer/7021273
Download the XFINITY Stream app from the Google Play Store.
The XFINITY Stream application requirements are listed in the Google Play Store. Please refer to the minimum compatibility requirements mentioned on the Google Play Store page to check if your device is supported.
Was this helpful? YesNo
0 reviews",8/12/2020,8/12/2020,0,5,2
